customer_id,customer_age,customer_region,customer_tenure_months,order_id,order_value,items_quantity,discount_value,payment_installments,delivery_time_days,delivery_delay_days,freight_value,delivery_attempts,customer_service_contacts,resolution_time_days,nps_score,repeat_purchase_30d,complaints_count,csat_internal_score,classificacao_nps,eh_detrator,teve_atraso,teve_reclamacao,contatou_sac,severidade_problemas,desconto_pct
57,36,Centro-Oeste,109,50057,285.91,4,82.01,3,5,1,34.0,1,7,9,0.4,0,11,0.0,Detrator,1,1,1,1,3,0.28683851561680246
58,54,Sul,101,50058,86.15,2,112.42,11,10,3,36.23,3,1,0,8.4,1,2,5.5,Neutro,0,1,1,1,3,1.3049332559489262
59,33,Sul,108,50059,385.42,5,13.86,2,2,3,52.49,2,3,2,3.1,0,5,3.0,Detrator,1,1,1,1,3,0.035960770069015616
60,61,Nordeste,21,50060,1014.41,4,16.82,11,11,5,31.57,2,1,1,4.4,0,3,3.3,Detrator,1,1,1,1,3,0.016581066827022605
61,45,Centro-Oeste,116,50061,182.12,6,0.19,5,8,2,45.9,2,3,0,2.1,0,5,4.2,Detrator,1,1,1,1,3,0.0010432681748297826
62,62,Norte,81,50062,42.28,1,39.12,9,3,4,47.8,3,1,11,0.0,0,5,0.0,Detrator,1,1,1,1,3,0.9252601702932828
63,48,Norte,9,50063,785.3,6,3.17,10,12,1,39.0,2,1,8,3.8,0,6,2.3,Detrator,1,1,1,1,3,0.00403667388259264
64,24,Norte,83,50064,332.99,1,8.77,8,12,1,47.3,2,1,10,7.9,0,2,1.9,Neutro,0,1,1,1,3,0.02633712724105829
65,63,Norte,64,50065,522.84,2,76.14,3,3,3,19.72,1,3,7,3.2,0,6,0.0,Detrator,1,1,1,1,3,0.1456277254991967
66,69,Nordeste,53,50066,198.64,2,24.32,5,3,3,57.25,2,3,5,3.9,0,8,0.2,Detrator,1,1,1,1,3,0.12243254128070882
67,44,Norte,100,50067,335.96,4,12.24,1,7,2,37.07,3,2,9,5.4,0,5,0.6,Detrator,1,1,1,1,3,0.03643290867960472
68,34,Nordeste,109,50068,745.08,5,73.34,9,5,4,29.76,3,4,3,2.7,0,7,0.0,Detrator,1,1,1,1,3,0.09843238309980136
69,24,Sul,45,50069,1402.67,1,43.56,9,8,4,51.51,2,5,3,0.0,0,9,0.0,Detrator,1,1,1,1,3,0.03105505927980209
70,32,Nordeste,82,50070,639.53,4,66.26,3,3,2,35.79,3,3,11,0.0,0,8,0.0,Detrator,1,1,1,1,3,0.10360733663784343
71,57,Sudeste,95,50071,383.08,1,1.36,5,2,1,31.84,1,0,5,7.0,0,2,6.2,Neutro,0,1,1,0,2,0.0035501722877727894
72,29,Sudeste,80,50072,212.03,1,66.52,6,2,6,42.64,1,1,3,0.0,0,4,0.8,Detrator,1,1,1,1,3,0.31372918926566995
73,25,Sul,81,50073,816.27,1,73.96,1,8,1,58.35,1,1,4,2.4,0,4,5.0,Detrator,1,1,1,1,3,0.09060727455376284
74,19,Centro-Oeste,25,50074,66.18,4,4.5,4,7,2,46.54,2,1,10,2.7,0,3,0.5,Detrator,1,1,1,1,3,0.06799637352674523
75,61,Sudeste,24,50075,463.79,3,2.08,5,10,1,35.79,3,2,8,6.8,0,6,1.3,Detrator,1,1,1,1,3,0.004484788374048599
76,55,Nordeste,113,50076,261.42,4,28.92,3,9,1,16.29,3,1,10,9.6,1,3,2.0,Promotor,0,1,1,1,3,0.11062657792058755
77,43,Sul,80,50077,815.51,3,33.42,6,8,3,38.22,1,1,2,2.1,0,3,3.4,Detrator,1,1,1,1,3,0.04098049073585854
78,68,Centro-Oeste,42,50078,223.52,4,3.91,6,8,2,37.53,1,2,8,2.6,0,5,2.3,Detrator,1,1,1,1,3,0.017492841803865424
79,38,Sudeste,26,50079,323.22,6,48.95,9,13,0,22.17,2,1,6,7.6,0,1,5.5,Neutro,0,0,1,1,2,0.15144483633438524
80,67,Centro-Oeste,33,50080,302.89,2,22.97,5,10,0,58.88,3,1,2,7.5,0,1,7.7,Neutro,0,0,1,1,2,0.07583611211991152
81,30,Norte,38,50081,477.33,3,31.61,8,3,2,40.72,2,0,4,4.8,0,2,5.6,Detrator,1,1,1,0,2,0.06622252948693776
82,36,Norte,53,50082,617.4,1,24.0,11,12,0,47.57,3,2,2,7.0,0,3,6.8,Neutro,0,0,1,1,2,0.038872691933916424
83,35,Norte,24,50083,519.41,6,6.98,9,5,2,9.73,3,0,4,5.1,0,5,6.1,Detrator,1,1,1,0,2,0.013438324252517281
84,19,Sudeste,67,50084,430.96,2,6.8,2,10,3,16.33,1,1,4,3.6,0,3,3.7,Detrator,1,1,1,1,3,0.01577872656395025
85,69,Centro-Oeste,88,50085,90.76,6,4.81,6,6,2,47.02,2,1,11,4.8,0,3,0.8,Detrator,1,1,1,1,3,0.05299691494050242
86,62,Sudeste,30,50086,98.29,4,31.32,3,9,2,39.85,3,1,7,6.0,0,3,2.1,Detrator,1,1,1,1,3,0.3186488961237155
87,59,Centro-Oeste,72,50087,340.91,5,32.07,9,10,3,33.67,2,2,7,2.9,0,5,0.0,Detrator,1,1,1,1,3,0.09407174914200228
88,66,Nordeste,82,50088,535.69,3,33.85,5,12,3,41.93,1,1,5,1.9,0,4,2.3,Detrator,1,1,1,1,3,0.06318953125875039
89,45,Nordeste,5,50089,470.48,2,3.25,4,12,1,46.78,3,0,10,4.5,0,2,2.8,Detrator,1,1,1,0,2,0.006907838802924672
90,67,Sudeste,51,50090,739.57,4,30.17,11,2,2,10.35,2,2,1,4.9,0,5,4.7,Detrator,1,1,1,1,3,0.04079397487729356
91,40,Centro-Oeste,53,50091,147.47,4,92.68,2,14,1,32.52,3,2,10,5.0,0,4,1.4,Detrator,1,1,1,1,3,0.6284668068081645
92,21,Nordeste,47,50092,143.82,3,42.0,9,8,3,51.74,1,2,3,4.5,0,5,3.1,Detrator,1,1,1,1,3,0.2920317062995411
93,21,Centro-Oeste,74,50093,453.7,3,15.62,3,5,3,40.45,3,3,11,2.7,0,6,0.0,Detrator,1,1,1,1,3,0.03442803614723385
94,29,Nordeste,70,50094,530.15,5,125.03,10,8,2,31.19,2,0,10,4.6,0,2,1.3,Detrator,1,1,1,0,2,0.23583891351504294
95,39,Centro-Oeste,112,50095,531.95,1,51.91,7,13,3,51.81,2,1,8,4.1,0,3,1.5,Detrator,1,1,1,1,3,0.09758435943227746
96,43,Sudeste,73,50096,352.17,6,22.73,6,10,3,25.93,1,3,8,1.1,0,5,0.0,Detrator,1,1,1,1,3,0.06454269244966919
97,57,Sudeste,6,50097,473.08,3,5.55,9,11,1,51.0,3,1,4,6.4,0,4,4.9,Detrator,1,1,1,1,3,0.011731631013782023
98,59,Sul,94,50098,411.69,4,67.98,4,4,4,27.55,2,2,8,1.6,0,5,0.0,Detrator,1,1,1,1,3,0.1651242439699774
99,52,Nordeste,45,50099,197.76,1,7.91,7,14,2,44.67,3,1,5,6.3,0,3,3.7,Detrator,1,1,1,1,3,0.03999797734627832
100,21,Norte,36,50100,267.36,3,7.79,4,3,1,32.04,2,1,0,10.0,1,4,7.3,Promotor,0,1,1,1,3,0.02913674446439258
101,29,Sul,15,50101,182.19,2,18.18,3,11,1,45.48,1,1,9,1.7,0,3,1.2,Detrator,1,1,1,1,3,0.09978593775728635
102,21,Norte,74,50102,125.96,5,7.14,1,12,1,38.05,2,1,9,3.1,0,4,1.7,Detrator,1,1,1,1,3,0.056684661797396
103,69,Nordeste,81,50103,70.41,6,18.87,5,4,2,49.5,2,0,10,9.4,1,2,1.8,Promotor,0,1,1,0,2,0.268001704303366
104,48,Sudeste,45,50104,289.31,5,2.66,3,14,1,41.1,3,0,9,5.1,0,4,1.7,Detrator,1,1,1,0,2,0.009194289862085652
105,24,Norte,7,50105,1034.61,4,74.44,8,7,1,40.22,3,1,2,5.8,0,5,6.5,Detrator,1,1,1,1,3,0.07194981683919545
106,27,Sudeste,20,50106,567.28,4,13.3,2,9,4,42.81,2,1,0,4.0,0,3,4.7,Detrator,1,1,1,1,3,0.02344521224086871
107,41,Sul,85,50107,350.94,6,0.36,9,9,1,46.38,1,3,10,3.7,0,5,0.8,Detrator,1,1,1,1,3,0.0010258163788681826
108,32,Sul,73,50108,676.14,1,68.44,4,11,2,43.14,1,1,8,6.5,0,2,1.6,Detrator,1,1,1,1,3,0.1012216404886562
109,56,Sudeste,74,50109,677.47,3,46.8,11,10,1,43.38,2,1,2,4.1,0,3,6.8,Detrator,1,1,1,1,3,0.06908054969223729
110,37,Centro-Oeste,67,50110,1182.28,4,31.07,3,10,2,41.96,2,2,4,4.1,0,6,3.1,Detrator,1,1,1,1,3,0.026279730689853505
111,24,Nordeste,28,50111,1328.4,1,6.51,5,7,0,38.42,2,0,6,9.0,1,2,6.3,Promotor,0,0,1,0,1,0.004900632339656729
112,30,Centro-Oeste,45,50112,292.7,3,13.71,3,5,4,34.3,1,2,10,0.3,0,4,0.0,Detrator,1,1,1,1,3,0.04683976768021866
113,45,Sul,74,50113,239.69,6,59.64,9,12,3,33.4,3,1,2,2.7,0,3,4.5,Detrator,1,1,1,1,3,0.24882139430097208
114,56,Nordeste,36,50114,645.84,1,73.53,6,3,4,45.49,2,4,10,0.3,0,7,0.0,Detrator,1,1,1,1,3,0.11385172798216277
115,35,Centro-Oeste,71,50115,96.54,3,28.25,2,2,2,56.28,1,2,3,2.4,0,5,4.5,Detrator,1,1,1,1,3,0.2926248187279884
116,64,Norte,28,50116,359.49,2,11.01,11,9,0,26.18,2,2,9,3.5,0,3,2.6,Detrator,1,0,1,1,2,0.03062672118835016
117,28,Centro-Oeste,38,50117,60.96,2,95.06,4,9,0,30.19,2,0,7,7.8,0,1,5.2,Neutro,0,0,1,0,1,1.5593832020997376
118,53,Sudeste,5,50118,242.57,5,21.93,8,3,0,22.11,2,3,9,1.1,0,5,0.9,Detrator,1,0,1,1,2,0.09040689285567052
119,53,Norte,103,50119,139.18,1,21.63,5,6,4,19.4,2,2,3,0.8,0,5,3.6,Detrator,1,1,1,1,3,0.15541026009484118
120,19,Sudeste,85,50120,428.1,4,77.12,5,6,3,47.3,3,2,9,3.1,0,6,0.0,Detrator,1,1,1,1,3,0.18014482597523943
121,65,Norte,60,50121,212.08,1,18.06,1,14,2,30.82,3,1,7,2.2,0,3,2.9,Detrator,1,1,1,1,3,0.08515654470011315
122,63,Sul,111,50122,686.74,5,0.49,3,3,1,42.24,3,0,3,8.8,1,2,6.2,Neutro,0,1,1,0,2,0.0007135160322683985
123,34,Nordeste,69,50123,195.24,5,28.31,1,5,4,30.12,3,0,2,1.8,0,3,3.9,Detrator,1,1,1,0,2,0.14500102438024995
124,23,Norte,102,50124,693.16,3,26.12,5,10,1,45.57,3,1,0,9.2,1,3,8.3,Promotor,0,1,1,1,3,0.03768249754746379
125,58,Sul,53,50125,549.41,2,35.84,11,10,2,33.16,2,0,8,7.7,0,1,2.0,Neutro,0,1,1,0,2,0.06523361424073097
126,63,Sul,107,50126,126.41,4,0.23,2,11,2,15.17,3,3,1,2.2,0,5,3.0,Detrator,1,1,1,1,3,0.001819476307254173
127,40,Nordeste,34,50127,326.11,4,3.28,4,4,2,58.28,2,1,2,6.7,0,2,5.2,Detrator,1,1,1,1,3,0.010057955904449419
128,64,Nordeste,83,50128,648.2,3,23.63,6,2,2,32.87,1,3,2,6.0,0,4,4.2,Detrator,1,1,1,1,3,0.03645479790188213
129,33,Norte,57,50129,759.72,4,0.69,8,10,2,32.56,3,3,3,4.5,0,5,4.0,Detrator,1,1,1,1,3,0.0009082293476543988
130,58,Sul,108,50130,416.01,3,14.85,6,14,1,30.09,1,0,7,7.2,0,1,3.4,Neutro,0,1,1,0,2,0.035696257301507175
131,43,Sul,27,50131,234.65,6,33.37,2,14,4,35.25,2,1,11,2.8,0,3,0.0,Detrator,1,1,1,1,3,0.1422118048156829
132,63,Nordeste,29,50132,640.32,1,3.91,5,9,3,46.03,1,0,0,3.7,0,5,5.5,Detrator,1,1,1,0,2,0.006106321839080459
133,67,Sudeste,57,50133,241.88,5,15.57,11,2,1,37.43,3,2,9,1.6,0,5,1.2,Detrator,1,1,1,1,3,0.06437076236150158
134,18,Nordeste,90,50134,706.8,5,21.35,8,4,2,29.36,2,0,4,5.6,0,2,5.1,Detrator,1,1,1,0,2,0.030206564799094515
135,53,Sudeste,34,50135,233.13,1,2.43,6,11,5,30.7,3,1,8,2.1,0,7,0.1,Detrator,1,1,1,1,3,0.010423368935786902
136,47,Sudeste,26,50136,637.17,1,55.2,11,12,2,55.77,2,3,11,5.6,0,7,0.0,Detrator,1,1,1,1,3,0.08663308065351477
137,19,Centro-Oeste,5,50137,640.01,5,69.97,3,7,3,25.18,1,1,7,4.4,0,5,0.4,Detrator,1,1,1,1,3,0.1093264167747379
138,37,Sudeste,62,50138,40.76,2,23.68,2,5,1,17.34,2,1,2,5.8,0,3,6.3,Detrator,1,1,1,1,3,0.5809617271835132
139,22,Nordeste,92,50139,155.32,4,4.24,11,13,2,49.59,2,1,8,4.3,0,4,1.7,Detrator,1,1,1,1,3,0.02729848055627093
140,48,Norte,56,50140,150.15,5,36.37,7,6,4,44.72,2,3,9,2.6,0,6,0.0,Detrator,1,1,1,1,3,0.2422244422244422
141,25,Sul,56,50141,242.39,6,11.38,10,11,1,30.44,2,0,0,7.3,0,3,8.3,Neutro,0,1,1,0,2,0.04694913156483354
142,47,Nordeste,70,50142,614.67,6,18.27,6,9,0,23.61,2,1,6,5.9,0,5,3.7,Detrator,1,0,1,1,2,0.029723266142808336
143,56,Norte,103,50143,467.14,4,23.81,5,12,2,38.45,3,1,9,5.9,0,5,0.7,Detrator,1,1,1,1,3,0.05096973070171683
144,19,Sudeste,16,50144,1054.32,6,6.6,9,2,2,32.39,3,5,2,4.1,0,7,2.5,Detrator,1,1,1,1,3,0.006259959025722741
145,30,Centro-Oeste,74,50145,718.63,4,19.52,5,4,4,40.7,1,5,1,0.4,0,7,0.3,Detrator,1,1,1,1,3,0.0271627958754853
146,21,Nordeste,75,50146,72.52,5,34.44,4,9,2,55.51,2,2,6,4.5,0,4,3.1,Detrator,1,1,1,1,3,0.4749034749034749
147,62,Sul,30,50147,379.53,4,33.46,5,11,4,22.43,3,4,3,3.1,0,8,0.0,Detrator,1,1,1,1,3,0.08816167364898692
148,69,Sudeste,92,50148,288.89,6,39.13,9,10,0,48.12,3,3,9,7.5,0,5,2.4,Neutro,0,0,1,1,2,0.13544947904046525
149,25,Centro-Oeste,82,50149,872.53,6,74.23,2,14,2,25.57,2,2,3,1.0,0,4,3.7,Detrator,1,1,1,1,3,0.0850744387012481
150,56,Centro-Oeste,83,50150,515.78,1,70.23,6,2,1,69.43,1,2,1,10.0,1,4,6.2,Promotor,0,1,1,1,3,0.13616270502927608
151,42,Sudeste,18,50151,324.46,6,4.05,8,7,1,45.88,2,2,3,5.2,0,4,4.8,Detrator,1,1,1,1,3,0.012482278246933367
152,24,Nordeste,99,50152,351.61,4,86.68,10,6,3,40.07,1,2,5,5.3,0,5,2.0,Detrator,1,1,1,1,3,0.24652313642956686
153,31,Sudeste,119,50153,1064.25,2,15.38,1,2,3,26.74,2,0,9,5.5,0,3,1.6,Detrator,1,1,1,0,2,0.014451491660793988
154,46,Sudeste,22,50154,337.65,1,21.17,3,5,3,21.26,3,1,1,6.8,0,3,5.4,Detrator,1,1,1,1,3,0.06269806012142752
155,62,Nordeste,54,50155,672.01,6,21.47,1,4,1,27.38,2,0,1,9.8,1,2,8.0,Promotor,0,1,1,0,2,0.031948929331408756
156,38,Norte,48,50156,475.43,2,45.52,2,6,2,32.2,2,0,4,5.8,0,2,5.4,Detrator,1,1,1,0,2,0.09574490461266644
157,54,Sudeste,34,50157,348.1,1,26.64,5,4,4,31.63,2,2,10,1.6,0,6,0.0,Detrator,1,1,1,1,3,0.07652973283539212
158,66,Nordeste,21,50158,796.83,4,9.4,5,4,3,43.38,3,2,6,1.8,0,7,1.4,Detrator,1,1,1,1,3,0.0117967446004794
159,50,Sudeste,103,50159,223.1,6,12.28,10,14,1,54.77,2,4,10,1.6,0,7,0.0,Detrator,1,1,1,1,3,0.05504258180188256
160,58,Sudeste,47,50160,221.05,2,17.25,3,5,2,48.59,2,1,5,6.9,0,4,3.6,Detrator,1,1,1,1,3,0.07803664329337254
161,42,Sul,43,50161,234.72,6,29.23,6,8,4,60.15,3,1,3,1.8,0,5,3.2,Detrator,1,1,1,1,3,0.12453135650988412
162,63,Sul,39,50162,421.33,4,51.01,6,12,1,46.14,3,2,11,4.9,0,4,0.2,Detrator,1,1,1,1,3,0.12106899579901739
163,31,Sudeste,40,50163,393.2,5,6.54,3,14,2,33.2,3,0,9,3.7,0,2,1.9,Detrator,1,1,1,0,2,0.01663275686673449
164,26,Sul,107,50164,644.58,4,3.56,3,10,1,33.05,1,2,1,8.1,1,7,6.5,Neutro,0,1,1,1,3,0.005522976201557603
165,32,Sudeste,102,50165,153.6,2,11.98,3,10,1,37.16,3,1,9,5.6,0,8,2.4,Detrator,1,1,1,1,3,0.07799479166666667
166,24,Nordeste,94,50166,503.92,4,42.32,9,14,2,42.51,2,0,4,7.0,0,1,4.9,Neutro,0,1,1,0,2,0.08398158437847277
167,19,Sudeste,57,50167,602.2,2,6.77,10,13,2,51.97,3,2,11,2.6,0,4,0.0,Detrator,1,1,1,1,3,0.011242112255064761
168,48,Sudeste,11,50168,269.88,4,38.62,6,5,3,41.05,1,1,1,4.3,0,4,4.9,Detrator,1,1,1,1,3,0.1431006373202905
169,24,Nordeste,76,50169,597.96,6,59.9,3,13,2,16.93,1,4,11,3.6,0,10,0.0,Detrator,1,1,1,1,3,0.10017392467723593
170,58,Norte,112,50170,608.02,3,32.03,5,6,0,49.61,3,4,1,9.1,1,10,4.0,Promotor,0,0,1,1,2,0.05267918818459919
171,28,Sudeste,76,50171,776.45,2,1.99,4,11,4,33.41,3,0,7,8.3,1,1,1.2,Neutro,0,1,1,0,2,0.0025629467448000515
172,30,Sudeste,45,50172,139.62,4,5.5,7,8,1,60.85,1,7,1,0.0,0,10,2.4,Detrator,1,1,1,1,3,0.03939263715800029
173,30,Centro-Oeste,26,50173,861.48,5,14.41,9,7,1,21.31,3,1,5,5.9,0,3,3.3,Detrator,1,1,1,1,3,0.016727027905465014
174,43,Nordeste,64,50174,128.31,4,31.98,4,4,2,34.1,3,3,1,5.0,0,7,4.5,Detrator,1,1,1,1,3,0.24924012158054712
175,60,Norte,86,50175,261.8,3,21.93,7,11,2,58.37,2,2,8,5.9,0,5,0.8,Detrator,1,1,1,1,3,0.08376623376623377
176,67,Sudeste,32,50176,411.16,4,7.72,2,2,2,41.54,2,2,10,1.5,0,5,0.0,Detrator,1,1,1,1,3,0.01877614553944936
177,25,Sudeste,62,50177,326.42,6,2.51,3,2,0,25.13,3,2,9,5.3,0,3,1.7,Detrator,1,0,1,1,2,0.007689479811286072
